Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,Attrition_Numeric
25,Yes,Travel_Rarely,Sales,10,1,Marketing,1,1320,Male,2,Research Director,Single,82370,1.0,Y,13,8,0,6.0,6,6,0,3,2,3,3.0,3.0,3.0,8.5100760719225,1
25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,1,1321,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,3,4,4.0,4.0,3.0,7.701500691562778,0
22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1322,Male,1,Sales Representative,Single,193310,1.0,Y,12,8,1,1.0,2,0,0,0,3,3,2.0,4.0,3.0,6.262097107437778,0
51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1323,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,3,3,1.0,1.0,2.0,7.489573454207222,0
34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,1,1324,Female,5,Sales Executive,Single,55620,1.0,Y,15,8,0,9.0,3,9,0,6,3,3,1.0,3.0,3.0,8.218455882352778,1
54,No,Non-Travel,Research & Development,9,3,Life Sciences,1,1325,Male,1,Laboratory Technician,Single,196130,2.0,Y,17,8,0,23.0,5,5,4,4,3,3,4.0,4.0,3.0,8.143079710144722,0
24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1326,Male,2,Laboratory Technician,Married,34070,0.0,Y,13,8,1,6.0,4,5,1,2,3,3,2.0,3.0,3.0,6.4880123716152776,0
34,No,Travel_Rarely,Sales,4,3,Marketing,1,1327,Female,2,Sales Representative,Divorced,50630,6.0,Y,12,8,1,12.0,2,1,0,0,3,3,3.0,2.0,3.0,5.99990506329111,0
37,No,Travel_Rarely,Sales,6,1,Technical Degree,1,1328,Male,1,Laboratory Technician,Single,46390,2.0,Y,12,8,2,12.0,3,5,1,3,3,3,3.0,4.0,3.0,6.221693007662777,0
34,No,Travel_Rarely,Sales,9,2,Medical,1,1329,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8,3,4,3.0,1.0,3.0,7.855724789915834,0
36,No,Travel_Frequently,Human Resources,7,3,Medical,1,1330,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8,3,3,2.0,4.0,3.0,7.984710550886944,0
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,1331,Female,2,Manufacturing Director,Divorced,175670,5.0,Y,13,8,0,7.0,6,1,0,0,3,3,1.0,4.0,3.0,7.499870448179167,0
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1,1332,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12,3,3,3.0,4.0,4.0,8.702949172576666,0
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1333,Female,3,Healthcare Representative,Divorced,28140,1.0,Y,24,8,0,10.0,2,10,0,9,3,4,1.0,3.0,2.0,7.911812169311945,0
33,No,Non-Travel,Sales,7,3,Life Sciences,1,1334,Male,2,Sales Executive,Married,112450,0.0,Y,21,8,0,8.0,3,7,0,7,3,4,3.0,2.0,4.0,6.7085448102422225,0
56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1335,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3,1,3,2.0,2.0,3.0,9.013333333333334,1
51,No,Travel_Rarely,Research & Development,3,2,Other,1,1336,Female,2,Sales Representative,Single,190490,7.0,Y,14,8,1,23.0,2,20,15,15,3,3,1.0,3.0,3.0,6.6863946759258335,0
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1337,Female,3,Sales Executive,Married,21410,4.0,Y,20,8,0,12.0,2,7,7,7,3,4,2.0,3.0,2.0,8.39816762041,1
26,No,Travel_Rarely,Sales,17,3,Medical,1,1338,Female,2,Manager,Married,57690,1.0,Y,19,8,0,5.0,4,5,4,3,2,3,3.0,2.0,2.0,7.685123587570556,0
58,Yes,Travel_Rarely,Sales,2,2,Medical,1,1339,Female,1,Research Scientist,Married,43850,1.0,Y,13,8,1,40.0,2,40,15,6,2,3,4.0,4.0,2.0,7.548068613485278,1
19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1340,Male,1,Manager,Single,53320,1.0,Y,23,8,1,0.0,2,0,0,0,3,4,4.0,3.0,2.0,9.363881915388054,1
22,No,Travel_Rarely,Sales,29,4,Technical Degree,1,1341,Male,1,Sales Executive,Married,46630,0.0,Y,13,8,1,3.0,1,2,2,1,3,3,3.0,4.0,3.0,6.379811676082777,0
49,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1342,Female,1,Sales Executive,Married,47240,1.0,Y,11,8,1,16.0,3,15,5,11,2,3,3.0,1.0,2.0,7.194425925925834,0
43,No,Travel_Frequently,Sales,2,2,Life Sciences,1,1343,Male,1,Sales Executive,Single,32110,4.0,Y,13,8,0,18.0,2,3,1,2,4,3,2.0,3.0,3.0,7.978614703065,0
50,No,Travel_Frequently,Research & Development,19,4,Life Sciences,1,1344,Male,2,Sales Executive,Single,53770,4.0,Y,14,8,1,16.0,3,2,2,1,4,3,3.0,4.0,3.0,7.0803870292886115,0
31,Yes,Travel_Rarely,Research & Development,15,1,Medical,1,1345,Female,2,Sales Executive,Married,40660,3.0,Y,22,8,0,4.0,2,2,2,2,2,4,2.0,3.0,3.0,8.406022675736944,1
41,No,Travel_Rarely,Research & Development,17,2,Other,1,1346,Male,1,Manufacturing Director,Divorced,52080,3.0,Y,11,8,3,12.0,2,9,0,7,1,3,3.0,3.0,3.0,8.118852498786945,0
26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,1347,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7,4,3,3.0,3.0,3.0,7.9501085434172225,0
36,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,1348,Male,2,Research Scientist,Divorced,31170,6.0,Y,21,8,1,7.0,2,3,0,1,4,4,2.0,2.0,3.0,6.799012476459445,0
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,1,1349,Female,1,Manager,Single,15690,2.0,Y,11,8,0,18.0,2,4,0,3,4,3,1.0,4.0,3.0,7.189976851851666,1
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1350,Female,1,Research Scientist,Married,196580,4.0,Y,13,8,1,17.0,3,15,5,9,4,3,4.0,3.0,4.0,7.877014739228889,0
25,No,Travel_Rarely,Sales,29,1,Medical,1,1351,Female,3,Research Scientist,Married,30690,2.0,Y,14,8,1,6.0,3,2,2,2,2,3,1.0,3.0,3.0,7.793299199623333,0
30,No,Travel_Rarely,Research & Development,21,1,Medical,1,1352,Male,2,Laboratory Technician,Married,104350,0.0,Y,11,8,0,12.0,5,11,4,7,3,3,3.0,4.0,1.0,9.995206830206666,0
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1353,Female,2,Research Director,Single,41480,7.0,Y,15,8,0,10.0,0,5,0,4,2,3,1.0,1.0,4.0,7.9017183195591665,1
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,1354,Female,2,Healthcare Representative,Single,57680,5.0,Y,23,8,1,9.0,4,6,0,3,3,4,3.0,4.0,2.0,7.374128019323611,0
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1355,Female,2,Research Director,Single,50420,3.0,Y,16,8,1,19.0,4,3,2,2,3,3,4.0,3.0,3.0,10.415906729900556,0
30,No,Travel_Rarely,Sales,13,3,Marketing,1,1356,Female,2,Laboratory Technician,Single,57700,1.0,Y,16,8,1,5.0,2,5,0,4,4,3,1.0,3.0,2.0,6.6802943262411105,0
32,No,Travel_Frequently,Sales,2,3,Marketing,1,1357,Male,3,Laboratory Technician,Divorced,77560,0.0,Y,21,8,0,9.0,3,8,0,7,3,4,4.0,4.0,4.0,6.505978561548889,0
30,No,Travel_Rarely,Research & Development,1,3,Medical,1,1358,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2,3,3,4.0,1.0,3.0,6.720969785575,0
30,No,Travel_Rarely,Sales,9,3,Medical,1,1359,Male,2,Research Scientist,Single,39360,0.0,Y,11,8,1,6.0,3,5,1,2,3,3,2.0,4.0,3.0,6.394015594541667,0
41,No,Travel_Frequently,Sales,10,2,Medical,1,1360,Female,3,Manufacturing Director,Divorced,79450,4.0,Y,12,8,1,21.0,6,7,7,7,2,3,4.0,1.0,2.0,7.318976124884999,0
41,No,Travel_Rarely,Research & Development,10,4,Medical,1,1361,Male,4,Research Scientist,Married,57430,2.0,Y,12,8,3,7.0,2,5,1,4,4,3,3.0,1.0,3.0,8.016141843971388,0
19,No,Travel_Rarely,Research & Development,1,3,Other,1,1362,Female,5,Manufacturing Director,Single,152020,1.0,Y,18,8,3,1.0,2,1,0,0,2,3,2.0,2.0,3.0,6.3800137741044445,0
40,No,Travel_Frequently,Research & Development,26,4,Medical,1,1363,Male,2,Manufacturing Director,Divorced,54400,1.0,Y,12,8,1,20.0,2,20,2,13,3,3,2.0,2.0,3.0,7.003960769980277,0
35,No,Travel_Rarely,Sales,8,1,Marketing,1,1364,Female,3,Laboratory Technician,Married,37600,1.0,Y,14,8,3,10.0,2,10,0,6,3,3,3.0,2.0,3.0,7.395136494252777,0
53,No,Travel_Rarely,Sales,14,2,Life Sciences,1,1365,Female,5,Manufacturing Director,Married,35170,2.0,Y,12,8,1,13.0,1,7,4,5,2,3,2.0,3.0,1.0,10.893168103448055,0
45,No,Travel_Rarely,Sales,1,4,Technical Degree,1,1366,Male,1,Research Scientist,Divorced,25800,8.0,Y,17,8,3,20.0,3,17,0,15,3,3,2.0,2.0,1.0,6.790741545893611,0
32,No,Travel_Frequently,Sales,2,2,Life Sciences,1,1367,Female,1,Manufacturing Director,Single,21660,1.0,Y,19,8,1,9.0,4,9,3,7,1,3,2.0,4.0,3.0,7.9074018912527775,0
29,No,Non-Travel,Research & Development,10,4,Technical Degree,1,1368,Male,3,Healthcare Representative,Married,58690,1.0,Y,11,8,1,10.0,6,10,0,9,4,3,4.0,3.0,3.0,6.0965736817325,0
51,No,Travel_Rarely,Research & Development,1,3,Other,1,1369,Female,3,Research Director,Married,80080,2.0,Y,15,8,1,10.0,4,1,0,0,3,3,2.0,3.0,3.0,7.5735648148147225,0
58,No,Travel_Rarely,Sales,3,3,Marketing,1,1370,Female,1,Research Scientist,Married,52060,4.0,Y,11,8,3,9.0,4,1,0,0,1,3,2.0,2.0,2.0,9.988622402890556,0
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1,1371,Male,4,Laboratory Technician,Married,52950,7.0,Y,18,8,0,15.0,4,12,2,11,3,3,3.0,4.0,2.0,6.195923489278611,0
34,No,Travel_Frequently,Sales,24,4,Marketing,1,1372,Male,2,Manufacturing Director,Married,164130,6.0,Y,16,8,0,6.0,1,4,1,2,3,3,3.0,3.0,3.0,6.977579022988333,0
22,No,Travel_Rarely,Research & Development,3,3,Medical,1,1373,Male,1,Laboratory Technician,Married,132690,1.0,Y,25,8,1,2.0,2,2,2,2,3,4,3.0,4.0,3.0,7.677799497027777,0
27,No,Non-Travel,Research & Development,3,3,Medical,1,1374,Male,1,Healthcare Representative,Divorced,27830,6.0,Y,16,8,1,6.0,2,2,2,2,4,3,4.0,2.0,1.0,6.300498366013056,0
28,No,Travel_Rarely,Sales,4,4,Life Sciences,1,1375,Male,2,Healthcare Representative,Married,54330,1.0,Y,13,8,1,5.0,4,5,0,2,2,3,3.0,4.0,1.0,6.532742905242778,0
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1376,Male,2,Manufacturing Director,Divorced,20130,3.0,Y,14,8,1,12.0,5,5,1,4,3,3,3.0,4.0,1.0,10.874485094850833,0
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1,1377,Male,1,Manufacturing Director,Divorced,139660,1.0,Y,19,8,0,1.0,1,1,0,1,3,3,3.0,3.0,2.0,10.614749657064444,0
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1378,Female,2,Manufacturing Director,Single,43740,3.0,Y,15,8,1,21.0,5,5,4,4,4,3,3.0,2.0,3.0,6.208623032903889,0
41,No,Travel_Rarely,Sales,7,4,Marketing,1,1379,Male,4,Laboratory Technician,Divorced,68420,4.0,Y,12,8,1,13.0,3,9,1,8,3,3,1.0,3.0,3.0,6.187160894660834,0
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1,1380,Female,1,Manager,Married,174260,2.0,Y,12,8,1,12.0,0,10,7,4,2,3,2.0,4.0,3.0,6.909143917624444,0
38,No,Travel_Rarely,Sales,1,1,Medical,1,1381,Male,2,Laboratory Technician,Single,176030,4.0,Y,16,8,0,12.0,0,8,0,7,2,3,1.0,4.0,4.0,6.323777777777777,0
32,No,Travel_Rarely,Research & Development,20,3,Medical,1,1382,Female,1,Manufacturing Director,Single,45810,3.0,Y,14,8,1,8.0,3,5,1,4,3,3,3.0,3.0,3.0,6.933930795018889,0
27,No,Travel_Rarely,Research & Development,5,4,Medical,1,1383,Male,2,Healthcare Representative,Married,47350,0.0,Y,13,8,0,6.0,2,5,1,1,3,3,3.0,2.0,2.0,8.884953703703612,0
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,1384,Male,2,Healthcare Representative,Single,41870,0.0,Y,22,8,1,1.0,4,0,0,0,3,4,3.0,1.0,4.0,7.510175120772778,1
36,No,Travel_Frequently,Sales,25,3,Marketing,1,1385,Female,2,Research Director,Single,55050,4.0,Y,21,8,2,13.0,3,8,7,2,3,4,4.0,2.0,2.0,7.406964798850556,0
30,No,Non-Travel,Sales,1,3,Medical,1,1386,Female,1,Sales Executive,Divorced,54700,1.0,Y,18,8,1,12.0,2,12,6,10,3,3,3.0,1.0,3.0,6.809022458628611,0
45,No,Travel_Rarely,Research & Development,24,2,Medical,1,1387,Male,2,Sales Executive,Divorced,54760,4.0,Y,13,8,1,9.0,3,5,0,3,3,3,3.0,1.0,4.0,8.125163328564444,0
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1388,Male,4,Manager,Divorced,25870,4.0,Y,12,8,0,19.0,2,2,2,2,2,3,3.0,1.0,3.0,8.283279826958056,0
33,No,Travel_Rarely,Research & Development,2,2,Medical,1,1389,Male,1,Sales Executive,Single,24400,0.0,Y,18,8,3,4.0,4,3,0,2,3,3,3.0,4.0,4.0,6.789918229918055,0
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1390,Male,2,Sales Executive,Single,159720,1.0,Y,21,8,0,1.0,2,1,1,0,3,4,2.0,4.0,2.0,7.208066378066111,1
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1391,Female,2,Laboratory Technician,Divorced,153790,1.0,Y,12,8,0,24.0,1,24,15,7,1,3,2.0,1.0,3.0,6.921690307328333,0
38,No,Travel_Rarely,Sales,4,4,Life Sciences,1,1392,Male,1,Manufacturing Director,Single,70820,1.0,Y,14,8,0,2.0,3,2,2,1,4,3,3.0,4.0,3.0,7.930844955834445,0
31,No,Travel_Rarely,Sales,2,5,Life Sciences,1,1393,Male,2,Sales Representative,Married,27280,8.0,Y,11,8,0,7.0,3,4,0,2,4,3,3.0,4.0,3.0,10.36256680731361,0
34,No,Travel_Rarely,Sales,9,3,Marketing,1,1394,Female,2,Manager,Single,53680,2.0,Y,14,8,1,9.0,2,3,1,2,3,3,4.0,2.0,3.0,6.247778935185,0
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,1395,Male,5,Laboratory Technician,Single,53470,1.0,Y,24,8,1,4.0,1,4,0,2,3,4,2.0,2.0,2.0,10.120157596371666,1
50,No,Travel_Rarely,Sales,19,4,Marketing,1,1396,Male,3,Sales Executive,Married,31950,2.0,Y,11,8,0,5.0,4,3,0,2,2,3,3.0,3.0,2.0,6.780491545893611,0
53,No,Travel_Rarely,Sales,1,2,Life Sciences,1,1397,Male,1,Manager,Divorced,39890,1.0,Y,13,8,0,5.0,2,4,1,3,3,3,4.0,1.0,3.0,6.116384220354722,0
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1398,Male,1,Human Resources,Married,33060,1.0,Y,11,8,3,8.0,6,8,1,6,1,3,4.0,2.0,3.0,7.521757369614445,0
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1399,Female,2,Sales Executive,Married,70050,1.0,Y,20,8,2,21.0,2,20,9,9,3,4,4.0,3.0,3.0,6.206365348399166,0
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,1400,Female,2,Laboratory Technician,Single,26550,8.0,Y,17,8,0,36.0,0,24,2,15,2,3,3.0,2.0,3.0,6.105050827423056,0
34,No,Travel_Frequently,Human Resources,7,4,Other,1,1401,Female,1,Research Scientist,Married,13930,1.0,Y,11,8,2,10.0,4,10,1,9,4,3,4.0,3.0,2.0,6.800573910915277,0
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1,1402,Male,2,Sales Representative,Single,25700,3.0,Y,18,8,0,21.0,2,7,1,0,3,3,4.0,2.0,3.0,7.393497365900277,0
52,No,Travel_Rarely,Research & Development,2,4,Medical,1,1403,Female,2,Sales Representative,Married,35370,0.0,Y,11,8,1,34.0,3,33,11,9,3,3,3.0,3.0,3.0,6.301128167641111,0
27,No,Travel_Rarely,Sales,15,3,Marketing,1,1404,Male,1,Research Scientist,Single,39860,1.0,Y,12,8,2,7.0,3,7,0,3,3,3,4.0,2.0,2.0,7.5279825800374995,0
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1405,Female,2,Research Director,Married,108830,3.0,Y,12,8,0,8.0,3,1,0,1,4,3,2.0,3.0,3.0,8.994780334727778,1
43,No,Non-Travel,Research & Development,6,2,Medical,1,1406,Male,1,Healthcare Representative,Divorced,20280,4.0,Y,20,8,1,7.0,2,5,2,2,2,4,4.0,4.0,4.0,8.013822362278056,0
45,No,Non-Travel,Research & Development,9,2,Medical,1,1407,Female,1,Sales Executive,Married,95250,9.0,Y,19,8,0,22.0,3,20,11,8,3,3,1.0,4.0,3.0,6.1810977095513895,0
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1408,Female,1,Research Scientist,Married,29290,1.0,Y,12,8,0,8.0,2,8,1,7,1,3,2.0,1.0,3.0,10.127794117646944,0
35,No,Travel_Frequently,Research & Development,1,3,Other,1,1409,Male,2,Research Director,Single,22750,5.0,Y,13,8,0,10.0,2,6,1,2,4,3,2.0,2.0,3.0,6.092942746239444,0
42,No,Non-Travel,Research & Development,1,1,Technical Degree,1,1410,Male,2,Sales Executive,Divorced,78790,2.0,Y,11,8,1,11.0,2,5,0,2,3,3,3.0,3.0,3.0,6.402202729044722,0
38,No,Travel_Rarely,Sales,8,2,Marketing,1,1411,Male,5,Research Scientist,Married,49300,9.0,Y,14,8,0,14.0,0,1,0,0,3,3,4.0,3.0,3.0,6.292136184857222,0
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,1412,Female,1,Manufacturing Director,Married,78470,3.0,Y,14,8,1,9.0,3,7,1,7,4,3,4.0,4.0,1.0,7.263687819618611,0
27,No,Travel_Frequently,Research & Development,13,4,Medical,1,1413,Male,1,Manager,Married,44010,5.0,Y,13,8,0,6.0,4,2,2,0,2,3,3.0,1.0,3.0,6.5174615199613894,0
49,No,Non-Travel,Research & Development,23,1,Other,1,1414,Female,2,Sales Executive,Divorced,92410,1.0,Y,19,8,1,7.0,5,7,1,7,3,3,4.0,4.0,3.0,9.593414634146113,0
34,No,Travel_Frequently,Research & Development,7,2,Medical,1,1415,Male,4,Sales Representative,Divorced,29740,1.0,Y,23,8,0,5.0,2,5,2,0,3,4,4.0,3.0,4.0,10.511366139846666,0
40,No,Travel_Rarely,Research & Development,23,3,Medical,1,1416,Female,1,Laboratory Technician,Married,45020,8.0,Y,12,8,2,15.0,0,7,3,7,2,3,3.0,4.0,4.0,10.400718471636111,0
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1,1417,Female,3,Research Scientist,Married,107480,7.0,Y,15,8,0,17.0,3,1,0,0,3,3,2.0,1.0,3.0,8.3696040189125,1
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1,1418,Female,2,Research Scientist,Married,15550,1.0,Y,19,8,2,10.0,2,10,1,9,3,3,2.0,4.0,2.0,6.7061007805325,1
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1419,Female,4,Healthcare Representative,Divorced,129360,1.0,Y,11,8,2,4.0,3,4,2,2,3,3,4.0,2.0,2.0,8.528221064814723,0
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1420,Female,2,Laboratory Technician,Single,23050,1.0,Y,17,8,0,8.0,3,8,1,7,3,3,2.0,4.0,3.0,7.500751563251389,0
40,No,Non-Travel,Research & Development,28,2,Life Sciences,1,1421,Male,1,Manufacturing Director,Married,167040,9.0,Y,22,8,0,5.0,2,3,0,2,4,4,4.0,4.0,1.0,6.091838741396112,0
46,No,Travel_Rarely,Research & Development,25,1,Medical,1,1422,Male,5,Research Scientist,Divorced,34330,7.0,Y,18,8,0,17.0,3,4,0,3,3,3,4.0,1.0,3.0,5.985083697234167,0
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1,1423,Male,1,Healthcare Representative,Married,34770,1.0,Y,11,8,0,14.0,2,14,9,8,4,3,4.0,4.0,2.0,7.782491795593056,1
30,No,Non-Travel,Research & Development,17,4,Life Sciences,1,1424,Male,2,Healthcare Representative,Single,64300,1.0,Y,12,8,1,12.0,2,11,5,8,2,3,3.0,3.0,3.0,7.985305907172777,0
27,No,Travel_Frequently,Research & Development,18,2,Medical,1,1425,Female,1,Laboratory Technician,Single,65160,1.0,Y,19,8,1,7.0,4,7,0,7,3,3,4.0,3.0,3.0,6.198006607929445,0
51,No,Travel_Rarely,Research & Development,2,1,Medical,1,1426,Female,1,Manufacturing Director,Married,39070,5.0,Y,13,8,0,16.0,2,10,4,7,3,3,2.0,2.0,1.0,6.702637130801667,0
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1427,Female,2,Research Scientist,Single,55620,5.0,Y,13,8,0,8.0,3,5,0,4,2,3,4.0,1.0,3.0,8.525496376811388,1
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1428,Male,2,Human Resources,Single,68830,3.0,Y,19,8,2,16.0,3,1,0,0,2,3,4.0,4.0,3.0,9.090398706896389,0
30,Yes,Travel_Frequently,Sales,3,2,Medical,1,1429,Male,2,Healthcare Representative,Single,28620,5.0,Y,14,8,0,9.0,2,6,0,1,2,3,3.0,1.0,2.0,7.008028017241111,1
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1430,Male,1,Sales Executive,Single,49780,0.0,Y,13,8,0,7.0,3,6,1,5,2,3,3.0,3.0,2.0,7.785265046296112,1
45,No,Non-Travel,Research & Development,2,3,Medical,1,1431,Female,2,Research Scientist,Single,103680,6.0,Y,12,8,2,23.0,2,19,12,8,3,3,4.0,4.0,3.0,6.5935322658902775,0
54,No,Travel_Rarely,Sales,8,2,Marketing,1,1432,Female,2,Laboratory Technician,Married,61340,2.0,Y,19,8,0,16.0,2,6,0,5,2,3,4.0,1.0,3.0,6.422204184704167,0
36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,1433,Male,1,Healthcare Representative,Single,67350,8.0,Y,25,8,2,16.0,3,13,3,7,2,4,4.0,2.0,4.0,7.587336734693611,0
33,No,Travel_Rarely,Sales,9,1,Other,1,1434,Female,3,Sales Executive,Married,32950,6.0,Y,22,8,2,7.0,2,3,1,1,3,4,3.0,2.0,3.0,7.494024334251389,0
37,No,Travel_Frequently,Sales,2,4,Life Sciences,1,1435,Male,2,Laboratory Technician,Divorced,52380,1.0,Y,15,8,1,10.0,5,10,0,7,3,3,2.0,4.0,3.0,10.134707175925833,0
38,No,Travel_Rarely,Research & Development,1,2,Medical,1,1436,Male,4,Laboratory Technician,Divorced,64720,0.0,Y,12,8,0,17.0,4,16,5,13,3,3,1.0,3.0,2.0,6.8843872198377785,0
31,No,Non-Travel,Sales,4,1,Medical,1,1437,Female,3,Research Scientist,Married,96100,0.0,Y,11,8,1,6.0,2,5,1,4,2,3,3.0,3.0,3.0,5.994058070415833,0
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1438,Female,3,Manager,Married,198330,3.0,Y,13,8,0,7.0,2,1,0,0,3,3,3.0,4.0,3.0,6.183065972222222,0
37,No,Travel_Frequently,Sales,2,3,Marketing,1,1439,Female,2,Laboratory Technician,Divorced,97560,4.0,Y,19,8,0,13.0,2,9,5,8,3,3,1.0,4.0,3.0,6.952933884297501,0
29,No,Travel_Frequently,Sales,15,4,Medical,1,1440,Female,1,Sales Executive,Married,49680,1.0,Y,19,8,3,11.0,4,11,4,1,3,3,2.0,4.0,3.0,6.3169339402424995,0
35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,1,1441,Female,1,Sales Executive,Single,21450,1.0,Y,13,8,0,10.0,6,10,0,8,2,3,3.0,3.0,4.0,5.994657943066945,0
29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1442,Female,1,Research Scientist,Single,21800,1.0,Y,21,8,0,4.0,2,4,0,1,3,4,3.0,4.0,2.0,8.3535274291025,1
52,No,Travel_Rarely,Research & Development,1,2,Medical,1,1443,Female,4,Manager,Single,83460,7.0,Y,14,8,0,6.0,5,2,2,2,3,3,3.0,4.0,2.0,7.406395862389444,0
42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1444,Female,2,Sales Executive,Married,34450,1.0,Y,11,8,2,22.0,2,22,11,15,3,3,3.0,4.0,3.0,6.369136989553611,0
59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,1445,Male,1,Healthcare Representative,Married,27600,8.0,Y,11,8,0,7.0,3,2,2,2,4,3,2.0,3.0,2.0,6.719878547378333,0
50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,1446,Male,2,Sales Executive,Divorced,62940,3.0,Y,23,8,1,32.0,2,7,0,6,4,4,4.0,4.0,2.0,7.7046108716475,0
33,Yes,Travel_Rarely,Sales,11,4,Marketing,1,1447,Male,1,Research Scientist,Married,71400,5.0,Y,21,8,0,8.0,2,5,0,4,2,4,3.0,4.0,1.0,10.8848725348725,1
43,No,Travel_Rarely,Sales,1,3,Marketing,1,1448,Female,2,Manufacturing Director,Married,29320,5.0,Y,24,8,0,22.0,3,17,1,9,3,4,4.0,4.0,3.0,9.287386254789165,0
33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,1449,Male,2,Manager,Married,51470,7.0,Y,11,8,0,13.0,2,9,1,7,3,3,1.0,1.0,4.0,7.099097222222222,1
52,No,Non-Travel,Research & Development,2,3,Technical Degree,1,1450,Male,1,Sales Executive,Single,45070,1.0,Y,14,8,0,33.0,3,33,15,12,2,3,1.0,3.0,4.0,8.798592278719166,0
32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,1,1451,Female,3,Manufacturing Director,Married,85640,2.0,Y,16,8,1,6.0,2,4,1,2,2,3,3.0,2.0,3.0,7.992846938775278,0
32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,1452,Male,3,Healthcare Representative,Single,24680,0.0,Y,11,8,0,4.0,2,3,1,2,3,3,4.0,3.0,1.0,10.195875000000001,1
